uniqueID,name,parent,shape,colour,definition,courses,concepts
283,Triple Integrals in Rectangular Coordinates,282,,o,An integral of a function in $*\mathbb{R}^4$ over a bounded region in  $*\mathbb{R}^3$. The volume of the bounded region is calculated using three iterated integrals where the volume is represented as follows: $*dV = dx*dy*dz$,MAT294,"207, 282"
284,Triple Integrals in Cylindrical Coordinates,282,,o,An integral of a function in $*\mathbb{R}^4$ over a bounded region in  $*\mathbb{R}^3$. The volume of the bounded region is calculated using three iterated integrals where the volume is represented as follows: $*dV = dz*r*dr*d\theta$,MAT294,"207, 282"
285,Triple Integrals in spherical Coordinates,282,,o,An integral of a function in $*\mathbb{R}^4$ over a bounded region in  $*\mathbb{R}^3$. The volume of the bounded region is calculated using three iterated integrals where the volume is represented as follows: $*dV = \rho^2 sin (\phi)$.,MAT294,"207, 282"
286,Integrals over Parametric Equation,216,,o,"Rather than having a integrand of the function along an axis or along a bounded region, integrating over a parametric equation provides a way to model more complex domains of integration. ",MAT294,379
287,Integrals over Parametric Curve,286,,o,-,MAT294,"382, 220, 379"
288,Integrals over Parametric Surface,286,,o,An integral over a parameterized equation. Parametrizing a surface allows for more flexibility for the bounds of integration. ,MAT294,379
289,Line Integral,288,,o,An integral where the function to be integrated is evaluated over an arbitrary curve in space. The space curve is often a parameterized function. ,MAT294,"386, 220"
290,Line Integral of Vector Field,289,,o,An integral of vector field that is on a region containing a smooth oriented curve which is parameterized.,MAT294,"203, 220"
291,Three Dimensional Vector field Integrated over Space Curve,290,,o,"Let $*F$ be a vector field $*F(x, y, z) = F_1(x, y, z)i + F_2(x, y, z)j + F_3(x, y, z)k$ defined in three-dimensional space, and let $*C$ be a space curve. The line integral of $*F$ along $*C$ is denoted as $*\int CF(x, y, z) \cdot dr$ $#$ It calculates the work done by the vector field along the path $*C$. ",MAT294,"203, 386, 220"
292,Two Dimensional Vector Field Integrated over Plane Curve,290,,o,An integral of a vector field $*F$ over a closed plane curve that models either the total flux or divergence of the bounded entry. ,MAT294,"203, 383, 220, 273, 268, 222"
293,Line Integral of a scalar valued function,289,,o,A scalar line integral is an integral of a scalar function where the domain of integration is a curve in a plane or in space. (i.e. a plane curve or a space curve),MAT294,"207, 386, 383, 382, 220"
294,"f(x,y,z) integrated over Space Curve",293,,o,An line integral of a scalar function where the integrand is a space curve. ,MAT294,"207, 386, 220"
295,"f(x,y,z) integrated over Plane Curve",293,,o,An line integral of a scalar function where the integrand is a plane curve. ,MAT294,"207, 383, 220"
296,Surface Integral,288,,o,"A surface integral is a generalization of a line integral into two dimensions. If $*S$ is a surface in $*\mathbb{R}^3$, the surface can be parametrized using two intependant variables, say $*u$ and $*v$. Consider a function $*F$ defined on the surface $*S$, the surface integral is the integral $*\intt S F \cdot dS $. ",MAT294,"203, 207, 289"
297,Surface Integral of a Vector Field,296,,o,A surface integral where the integrand is a vector field. The interpretation is that it calculates the flux of the vector field across the surface.,MAT294,"203, 273"
298,Surface Integral of a Scalar-Valued Function,296,,o,A surface integral where the integrand is a scalar function. It may be interpreted as the total amount or the average value of the function over the surface. ,MAT294,203
299,Critical Points,210,,v,-,MAT294,204
300,Domain and Range,210,,v,-,MAT294,204
301,Domain,300,d,o,-,MAT294,204
302,Range,300,d,o,-,MAT294,204
303,Min / Max,299,,o,-,MAT294,"320, 204"
304,Global Min / Max,303,d,o,-,MAT294,204
305,Local Min / Max,303,d,o,-,MAT294,204
306,Saddle Points,299,d,o,-,MAT294,"320, 204"
307,Visualizing Multivariate Functions,210,,g,-,MAT294,"210, 308, 309, 310, 311, 312, 313, 314"
308,Level Set,307,,o,A slice through a level of a multivariate function which reduces the dimensionality of the function at that region.,MAT294,"210, 307"
309,Level Curve / Contour Line,308,,o,"A contour line or level curve is a horizontal slice taken from a function in $*\mathbb{R$}^3$, where the slices is parallel to the xy-plane.",MAT294,"210, 307"
310,Level Surface,308,,o,"Surface formed by taking a ""slice"" from a function $*f(x,y,z)$ in $*\mathbb{R$}^4$. Taking a slice reduces dimensionality by one, thus the surface is a function $*f(x,y)$",MAT294,"210, 307, 316"
311,Level Hypersurface,308,,o,Surface formed in 4 dimensions or higher.,MAT294,"210, 307, 316"
312,Contour Map,309,,g,A collection of level curves that slice through a multivariate function over a range of points. ,MAT294,"210, 307"
313,Topographical Map,312,,o,A topographical map displays a representation of the Earth's surface by using contour lines to depict the elevation and shape of the land.,MAT294,"312, 210, 307, 316"
314,Level Curve / Contour Line,312,,r,"A contour line or level curve is a horizontal slice taken from a function in $*\mathbb{R$}^3$, where the slices is parallel to the xy-plane.",MAT294,"210, 307"
315,Visualizing Bivariate Functions,307,,o,-,MAT294,"210, 307"
316,Three Dimensional Surface,315,,o,"A three dimensional surface can be visualized using $*x, y, z$ coordinates, either as a rendition on 3 dimensions, or as a model in 3 dimensional space. There are some online visualization tools for representing functions in this way. ",MAT294,"210, 310, 311, 318"
317,Level Curve / Contour Line,315,,o,"A contour line or level curve is a horizontal slice taken from a function in $*\mathbb{R$}^3$, where the slices is parallel to the xy-plane.",MAT294,"210, 314"
318,Vertical Trace,315,,o,"Slice from function $*f(x,y)$ where the slice is not parallel to the xy-plane.",MAT294,"210, 316"
319,Derivative Testing for Critical Points,299,,g,-,MAT294,"212, 306, 303, 304, 305"
320,First Derivative Test,319,,o,The first derivative test indicates whether a point is a minimum or maximum or neither. ,MAT294,"361, 212, 306"
321,Second Derivative Test,319,,o,The second derivative test tests for the concavity of a function at a point.,MAT294,212
322,First Principles Derivative Formula,212,,g,The first principles formula for calculating the derivative of a function $*f$ is the following: $#f'(x) = \lim\limits_{h \to 0} \frac{f(x + h) - f(x)}{h} $,MAT294,"205, 213, 212"
323,Techniques of Differentiation,212,,g,-,MAT294,"141, 324, 325, 326, 327, 328, 329"
324,Log Rule,323,,o,-,"MAT294, MSE238, MSE202",323
325,Quotient Rule,323,,o,-,"MAT294, MSE238, MSE202",323
326,Product Rule,323,,o,-,"MAT294, MSE238, MSE202",323
327,Chain Rule,323,,o,-,"MAT294, MSE238, MSE202",323
328,Power Rule,323,,o,-,"MAT294, MSE238, MSE202",323
329,Derivatives,212,,g,The derivative of a function measures the rate of change of that function. ,"MAT294, MSE238, MSE202","205, 141"
330,Derivatives of Univariate Functions,329,,o,"The derivative of a univariate function measures the rate of change of that function. Since the function has a single variable, the rate of change moves in the direction of that independent variable (generally x).","MAT294, MSE238","205, 141, 323"
331,Derivatives of Multivariate Functions,329,,o,"When considering derivatives of a multivariate function, the rate of change differs depending on direction. Therefore, the derivate is taken with a particular direction. ","MAT294, MSE238","205, 141, 323"
332,Partial Derivatives,331,,o,"A partial derivative is a single directional derivate of a multivariate function. $#$Let $*f(x, y)$ be a multivariate function, the partial derivative in the x direction would be $*f_x$, also denoted by $*\frac{{\partial f}}{{\partial x}}$. $#$It represents the rate of change of $*f$ with respect to $*x$ while keeping $*y$ constant. $#$The partial derivative in the y direction would be $*f_y$ or $*\frac{{\partial f}}{{\partial y}}$. ","MAT294, MSE238","205, 210"
333,Higher Order Partial Derivatives,332,,o,"A higher order partial derivative is when a partial derivative is taken multiple times. The second order partial derivatives of a function $f(x, y)$ would be $*f_{xx}$ which is taking the derivative with respect to $*x$ twice,  $*f_{yy}$ which is taking the derivative with respect to $*y$ twice,  $*f_{xy}$ which is taking the derivative with respect to $*x$, then taking that with respect to $*y$. It may also be written as $*\frac{{\partial^2 f}}{{\partial x \partial y}}$. $#$Intuitively, $*f_{xx}$ is the rate of change of $*f_x$ (the first partial) with respect to $*x$. ",MAT294,"205, 210"
334,"Clairaut, Schwarz Theorem",333,,b,"Given that $*f$ is defined on an open set $*D$ of $*\mathbb{R}^2$, and $*f_{xy}$ and $*f_{yx}$ are continuous throughout $*D$, then $*f_{xy} = f_{yx}$ for all points in $*D$.",MAT294,"307, 210"
335,Directional Derivative,332,,o,"The derivative of a function in a particular direction. It is calculated by the dot product between the function $*f(x,y)$ and the unit vector in the direction of interest.",MAT294,"212, 337"
336,Gradient,335,,p,"The gradient of a function describes the rate of greatest ascent / descent. It is found by taking the partial derivative for each direction, and constructing a vector with these points. The formula is given by:
$#\nabla  f = \langle \frac{\partial f }{\partial x}, \frac{\partial f }{\partial y}, \frac{\partial y }{\partial k} \rangle$",MAT294,332
337,Unit Vector  ,335,,p,A unit vector is a vector of length 1. It is denoted by having a hat symbol. (i.e. $*\hat{u}$). It is found by the following: $*\hat{u} = \frac{u}{|u|}$,MAT294,"247, 254"
338,Transcendental,209,,o,-,MAT294,209
339,Trigonometric,338,,o,-,MAT294,209
340,Exponential,338,,o,-,MAT294,209
341,Logarithmic,338,,o,-,MAT294,209
342,Algebraic,209,,o,-,MAT294,209
343,Polynomial,342,,o,-,MAT294,209
344,Rational,342,,o,-,MAT294,209
345,Root,342,,o,-,"MAT294, MSE238",209
346,Piecewise,209,,o,-,MAT294,209
347,Piecewise Continuous,346,,o,-,MAT294,209
348,Piecewise Discontinuous,346,,o,-,MAT294,209
349,Power Function,343,,o,-,MAT294,209
350,Linear,343,,o,-,MAT294,209
351,Quadratic,343,,o,-,MAT294,209
352,Cubic,343,,o,-,MAT294,209
353,Degree,343,d,v,The degree of a polynomial function is the order of the largest exponent in the function. ,MAT294,209
354,Number of Roots,343,d,v,The number of times the polynomial crosses the x-axis. ,"MAT294, MSE238",209
355,Number of Terms,343,d,v,-,MAT294,209
356,Characteristics,209,,v,-,MAT294,209
357,Domain and Range,356,,o,-,MAT294,209
358,Domain,357,,o,The values where the function is defined along the x-axis. ,MAT294,209
359,Range,357,,o,The values where the function is defined along the y-axis. ,MAT294,209
360,Critical Points,356,,o,-,MAT294,209
361,Min / Max,360,,o,-,MAT294,209
362,Global Min / Max,361,d,o,The largest minimum or maximum that the function has. ,MAT294,209
363,Local Min / Max,361,d,o,"Any point on a function where the derivative is zero, and the function has shifted from increasing to decreasing (for maximum) or from decreasing to increasing (for minimum).",MAT294,209
364,Intercepts,360,,o,Points where the function crosses the axis. ,MAT294,209
365,x-intercept,364,d,o,Also called the roots of a function. The points where the function crosses the x-axis. Found by setting $*y=0$. Generally $*f(x)$ must be factored to find all roots.,MAT294,131
366,y-intercept,364,d,o,The single point where the function crosses the y-axis. Found by setting $*x=0$. ,MAT294,131
367,Periodicity,356,d,o,Periodic refers to the repetition of the function with some length of a period. ,MAT294,"209, 207"
368,Periodic,367,,o,A periodic function has repetition.,MAT294,"209, 207, 367"
369,Non-Periodic,367,,o,A non-period function has no consistent repetition.,MAT294,"209, 207, 367"
370,Symmetry,356,d,o,Symmetry in functions refers to the property of sameness over reflection about some axis.,MAT294,"209, 207, 371, 372"
371,Symmetric,370,,o,-,MAT294,370
372,Asymmetric,370,,o,-,MAT294,370
373,Continuity,356,d,o,Continuous functions have no holes or gaps. ,MAT294,"209, 207, 374, 375"
374,Continuous,370,,o,A continuous function has no holes or gaps throughout its domain.,MAT294,374
375,Non-Continuous,370,,o,A non-continuous function has at least one point $*c$ where it is discontinuous. ,MAT294,375
376,Operations on Functions,209,,g,-,MAT294,"377, 378"
377,Inverse Function,376,,o,"The inverse of a function $*f$ is denoted as  $*f^{-1}$. In this inverse function, every element in the range of  $*f$ is mapped to its corresponding element in the domain of  $*f$. This means that: $*f^{-1}(f(x)) = x \quad \text{for all } x \text{ in the domain of } f$",MAT294,"358, 359"
378,Compositions,376,,o,"Functions map be composed in the following way: $*(g \circ f)(x) = g(f(x))$ In this equation, $*g \circ f$ represents the composition of functions $*f$ and $*g$, and $*x$ is an element in the domain of $*f$.

In this equation, $*g \circ f$ represents the composition of functions $*f$ and $*g$, and $*x$ is an element in the domain of $*f$.",MAT294,358
379,Parametric Equation of a Surface (in R^3),208,,o,"A parameterized equation representing a surface in $*\mathbb{R}^3$. $#$The parameterization would have two independent variables $*t$ and $*s$. The equations would be $*x(s, t)\\ y(s, t)\\ z(s, t)$.",MAT294,"286, 208, 218"
380,(Non-Linear) Parametric Equation of a Surface,379,,o,"A parameterized equation representing a non-linear surface in $*\mathbb{R}^3$. $#$This means it is not a plane, and could have any shape. The parameterization would have two independent variables $*t$ and $*s$. The equations would be:  $#x(s, t)\\ y(s, t)\\ z(s, t)$.",MAT294,"286, 208, 218"
381,(Linear) Parametric Equation of a Plane,379,,o,"A parameterized equation representing a plane in $*\mathbb{R}^3$. The parameterization would have two independent variables $*t$ and $*s$. The equations would be $*x(s, t), y(s, t), z(s, t)$.",MAT294,"286, 208, 218"
382,Parametric Equation of a Curve,208,,o,A curve (could be straight or non-straight) defined in space. It is parameterized to allow complex curves that cannot easily be expressed using a single equation. ,MAT294,"286, 208, 218"
383,Parametric Equation of a Plane Curve,382,,o,"A curve which is defined along some plane in $*\mathbb{R}^3$. The curve may have any shape, but it always lies on the plane. ",MAT294,"286, 208, 218"
384,(Non-Linear) Plane Curve,383,,o,"A non-straight curve which is defined along some plane in $*\mathbb{R}^3$. The curve may have any shape, but it always lies on the plane. ",MAT294,"286, 208, 218"
385,(Linear) Parametric Equation of a line,383,,o,A straight line through three dimensional space. This is equivalent to a linear space curve. ,MAT294,"286, 208, 218"
386,Parametric Equation of a Space Curve (in R^3),382,,o,A space curve is a curve through three dimensional space. It is defined parametrically. ,MAT294,"286, 208, 218"
387,(Non-Linear) Space Curve,386,,o,A non-linear space curve is some curve that is defined in $*\mathbb{R}^3$ where it does not lie on some plane. The drawing of a winding coil would be a space curve. ,MAT294,286
388,(Linear) Space Curve - Line in R^3,386,,o,A linear space curve is a straight line through three dimensional space. This is equivalent to a linear plane curve. ,"MAT294, MSE238, MSE202",286
389,Differential Equations,205,,g,An equation that relates one or more unknown functions and their derivatives together. ,"MAT294, MSE238","143, 146, 1405, 1641"
390,Methods of Solving,389,,g,Ways in which to explicitly solve differential equations.,MAT294,"143, 146, 391"
391,Separation of Variables,390,,o,"A method used to solve both ODEs and PDEs. An ODE or PDE is said to be separable if and only if it can be written as a product of two functions that solely rely on one variable: $*  u(x,t) = X(x)\cdot T(t) $ $#$If that is the case, the next step is to separate the functions in terms of $* all ~X(x)~ terms = all ~T(t)~ terms $. $#$Once that has been carried out, some mathematical reasoning is employed to move on to the next step. $#$Since the $* t-derivative $ of the left-hand side is 0, and the $* x-derivative $ of the right-hand side is 0, and since the sides are equal to one another, it can be said that there is no change in $*x$ or $*t$ throughout the entire equation. $#$Therefore, each side is set equal to an arbitrary constant $* \lambda $ and are solved separately using ODE solving techniques. The individual solutions are then combined since $* u_{\lambda}(x,t) = X(x) \cdot T(t) $, and the equation is solved. ","MAT294, MSE238","389, 390, 146"
392,Partial Differential Equations,389,,o,An equation that relates one or more unknown functions to their associated partial derivatives. ,"MAT294, MSE217, MSE238","146, 1608"
393,Explicit Property,392,d,v,Explicit-implicit properties of PDEs are numerical methods used for approximating solutions to time dependent PDEs. ,MAT294,"392, 143"
394,Explicit,393,,o,Explicit methods for solving PDEs solve the system at a time later than the original reference point of the system. ,MAT294,392
395,Implicit,393,,o,Implicit methods for solving PDEs solve the system at the current reference point as well as another timeframe later than the original. ,MAT294,"392, 395"
399,Solving PDEs,392,,g,Methods that are utilized to solve partial differential equations. ,MAT294,"146, 400, 401, 402, 403"
400,Superposition Principle,399,,o,"It is said that if $* u_{1}(x,t) $ and $* u_{2}(x,t) $ are both solutions to a linear, homogenous PDE, then $# a \cdot u_{1}(x,t) + b \cdot u_{2}(x,t) $ for any real numbers a, b is also a solution to the same PDE. ","MAT294, MSE238","146, 394, 399"
401,Fourier's Theorem,399,,o,"Given that function $* f $ is periodic on \mathbb{R} with period of $* 2L $, and given that the function $* f $ and its derivative $* f' $ are piecewise continuous on interval $* [-L, L] $, then its Fourier Series can be given as $# f(x) = \frac{a_0}{2}+\sum_{m = 1}^{\infty}(a_m \cdot cos\frac{m\pi x}{L} + b_m \cdot sin\frac{m\pi x}{L}) $ The Fourier coefficients can be found as follows: $# a_o = \frac{2}{L}\int_{-L}^{L}f(x) \cdot \frac{1}{2}dx $ $# a_m = \frac{1}{L}\int_{-L}^{L}f(x) \cdot cos\frac{m\pi x}{L}dx $ $# b_m = \frac{1}{L}\int_{-L}^{L}f(x) \cdot sin\frac{m\pi x}{L}dx $","MAT294, MSE238","399, 390"
402,Homogeneous / Non-Homogeneous Boundary Conditions,399,,o,"The nature of the conditions to which the boundaries regions of a material is kept during the course of a process. Homogenous Boundaries constitute situations where both ends are constantly kept at the same condition for all time $* t > 0$. An example of a Homogenous Boundary Condition is $# u(0,t) = 0 ~ \text{and} ~ u(L,t) = 0 ~ \forall ~ t> 0 $ Non-Homogenous Boundary Conditions constitute situations where each end of a material is kept at varying conditions for all time $* t > 0 $. An example of a Non-Homogenous Boundary Condition is $# u(0,t) = 10 ~ \text{and} ~ u(L,t) = 50 ~ \forall ~ t> 0 $ ","MAT294, MSE217, MSE238","399, 403"
403,Conditions,399,,o,"In heat conduction in materials examples, initial and boundary conditions on a material describe the initial heat distributions along the material as well as the exact value of the temperature at certain places along the material, regardless of time. ","MAT294, MSE217, MSE238","402, 404, 405, 406, 407"
404,Initial ,403,,o,"Initial conditions detail the initial distribution of heat throughout the material. It can be detailed as $# u(x,0) = g(x) ~{\forall}~ 0 \le x\le L $ where $* g(x) $ is any function detailing a heat distribution. ","MAT294, MSE217, MSE238",403
405,Boundary,403,,o,"Boundary conditions detail the temperature of the material at specific places throughout the material, regardless of time. They can be expressed as $* u(0,t) = b ~ \forall ~ t>0 $ and $* u(L,t) = c ~ \forall ~ t>0 $, where b, c are arbitrary temperature values.  ","MAT294, MSE217, MSE238",403
406,Displacement,404,,p,"In the wave equation, the initial condition is considered an initial displacement at $* t=0 $.","MAT294, MSE217, MSE238",403
407,Velocity,404,,p,"In the wave equation, the boundary conditions are considered to be the material's velocity at time $* t = 0 $, where $* x = 0 $ or $# x = L$. ","MAT294, MSE217, MSE238",403
408,Special PDEs,392,,o,-,"MAT294, MSE238, MSE217","409, 410, 411, 412"
409,Second Order Linear,408,,o,"Second Order Linear PDEs in two variables is generally written as $# Au_{xx}+2Bu_{xy}+Cu_{yy}+Du_x + Eu_y + F = 0 # where A, B, C, D, E, F can be functions depending on x and y. ","MAT294, MSE238, MSE217",408
410,Elliptic,409,,o,A Second Order Linear PDE is said to be elliptic if $* B^2 - AC < 0 $.,"MAT294, MSE238, MSE217",408
411,Parabolic,409,,o,A Second Order Linear PDE is said to be parabolic if $* B^2 - AC = 0 $.,"MAT294, MSE238, MSE217",408
412,Hyperbolic,409,,o,A Second Order Linear PDE is said to be hyperbolic if $* B^2 - AC > 0 $,"MAT294, MSE238, MSE217",408
413,Laplace Equation,410,,o,"An example of an elliptic PDE, it is defined in two independent variables in rectangular coordinates as $# \frac{\partial^2 {\psi}}{\partial x^2} + \frac{\partial^2 {\psi}}{\partial y^2} = \psi_{xx}+\psi_{yy} = 0 $","MAT294, MSE238, MSE217",410
414,Heat Conduction Equation,411,,o,"An example of a parabolic PDE, it is defined $# w_t = \alpha^2w_{xx} $","MAT294, MSE202, MSE238",411
415,Energy,414,,p,-,"MAT294, MSE202, MSE238",
416,Wave Propagation Equation,412,,o,"An example of a hyperbolic PDE, it is defined as $# u_{tt} = a^2 u_{xx}$","MAT294, MSE202, MSE217, MSE218",412
417,Solutions of PDEs,389,,g,- ,MAT294,"418, 146, 418, 419"
418,General Solution,417,,o,Solutions that include unknown constants as terms in the equation. ,"MAT294, MSE238",417
419,Particular Solution,417,,o,Solutions that leverage initial and boundary conditions to get rid of unknown constants within the a given solution. ,"MAT294, MSE238",417
420,Ordinary Differential Equations,389,,o,-,"MAT294, MSE217, MSE238",143
421,Special ODE's,420,,o,Specific types of ODEs that have well known forms and properties.,"MAT294, MSE217, MSE238",420
422,1st Order Linear Homogenous,421,,o,"An equation of the form y'(x)+p(x)y(x)=0, where y'(x) represents the derivative of the unknown function y with respect to the independent variable x, and p(x) is a given function.","MAT294, MSE238",420
423,1st Order Linear Non-Homogeneous,421,,o,"An equation of the form y'(x)+p(x)y(x)=q(x), where y'(x) represents the derivative of the unknown function y with respect to the independent variable x, and p(x) and q(x) are given function.","MAT294, MSE238",420
424,Linearity,389,d,v,Property of a mathematical equation or system that follows its principles.,"MAT294, MSE238",389
425,Linear ,424,,o,A mathematical function that can be represented by a straight line. It follows the form: $* f(x)=m \cdot x+b $,"MAT294, MSE238",389
426,Semi-Linear,424,,o,A mathematical function that combines both linear and non-linear components.,"MAT294, MSE238",389
427,Quasi Linear,424,,o,A mathematical function that is expressed as a linear combination of the unknown function and it's derivatives. ,"MAT294, MSE238",389
428,Non-Linear,424,,o,A mathematical equation in which the function and its derivatives appear in non-linear form.,"MAT294, MSE238",389
429,Homogeneity,389,d,v,A property of differential equations wherein they can be either classified as homogenous or non-homogenous. ,"MAT294, MSE238",389
430,Homogeneous  ,429,,o,"Differential equations are said to be homogenous if and only if it is a homogenous function of only the unknown functions and its derivatives. For linear differential equations, they are said to be homogenous if there exists no constant terms. ","MAT294, MSE238",389
431,Non-Homogeneous,429,,o,A mathematical equation in which all terms have different degrees of the unknown variable(s) or function(s).,"MAT294, MSE238",389
432,Order,389,d,v,It refers to the degree to which terms of a mathematical equation are raised. ,"MAT294, MSE238",389
433,First Order,432,,o,It refers to a mathematical equation that involves the first derivative or the first power of a variable. ,"MAT294, MSE238",389
434,Second Order  ,432,,o,It refers to a mathematical equation that involves the second derivative or the second power of a variable. ,"MAT294, MSE238",389
435,Higher Order  ,432,,o,It refers to a mathematical equation that involves derivatives or powers of variables beyond the first or second order.,"MAT294, MSE238",389
436,Secant line,437,,g,"A secant line to a function $*f(x)$ at a sample point $* a $ is a line through the point $*(a,f(a))$ and another point on the function; $* (b,f(b)) $ the slope of the secant line is given by $*\frac{f(b)− f(a)}/ b−a$.","MAT294, MSE238","205, 204"
437,Tangent line,212,,g,"A tangent line is assigned to a given point on the function, and it is the straight line that just touches the curve at that point. It describes the slope of the function at that given point. Leibniz defined the tangent as the line through a pair of infinitely close points on the curve. The line through two points is called a secant line. ","MAT294, MSE238","205, 204"
500,Mechanics: MSE222,1001,,g,"Area of mathematics and physics concerned with the relationships between force, matter and motion among physical objects. ",MSE222,1404
501,Free Body Diagram,500,,g,Simplified representation of an object where only the relevant forces are drawn. ,MSE222,"508, 512, 513, 522, 526, 528, 531, 534, 538, 566, 612"
502,Mohr's Circle,501,,g,Graphical representation used to analyze stress and strain conditions of materials that are subjected by external forces. ,MSE222,"503, 504, 505, 591, 599"
503,Stress and Strain Transformation,502,,p,A process of converting stress and strain values to analyze material behaviour under different conditions.,MSE222,"502, 591, 599"
504,Stress Transformation,503,,o,A process of converting stress values to analyze material behaviour under different conditions.,MSE222,"502, 591"
505,Strain Transformation,503,,o,A process of converting strain values to analyze material behaviour under different conditions.,MSE222,"502, 599, 507"
506,Generalized Hooke's Law,505,,b,A relationship describing the linear elastic behavior of materials experiencing external forces. Stress in a material is directly proportional to the strain it experiences. The generalized Hooke's law equation is: $*F = -kx$,MSE222,"568, 599, 538"
507,Strain Rosettes,505,,b,A cluster of three electrically resistant strain gauges arranged in a specific pattern where the angle between each gauge is constant.,MSE222,"505, 599"
508,Combined Loading,501,,g,The application of multiple forces and/or loads on a structure. ,MSE222,"501, 512, 513, 522, 523, 534, 539, 540, 550, 551, 552, 566, 591, 599"
509,Procedure for Analysis,508,,g,-,MSE222,"510, 511, 512"
510,Principle of Superposition,509,,r,"Stress or displacement at a point in a member that can be determined by separately analyzing the effects of each individual load component, and then summing them together. ",MSE222,"509, 610"
511,Stress Components,509,,r,-,MSE222,509
512,Internal Loading,509,,r,Distribution of force and/or moments occurring within a structure due to external forces. ,MSE222,"501, 508, 509"
513,Connections,501,,g,The attachment of structural members.,MSE222,"501, 508, 514, 515, 516, 517, 518, 519, 520, 521"
514,Cable,513,,o,"Connected to the wall, it represents one unknown force and an angle.",MSE222,513
515,Roller,513,,o,Represents one unknown force that is perpendicular to the member.,MSE222,513
516,Smooth Support,513,,o,"Connected to an inclined surface, it represents one unknown force.",MSE222,513
517,Journal Bearing,513,,o,Represents one unknown force that is perpendicular to the member.,MSE222,513
518,External Pin,513,,o,"Represents two unknown forces, one that is vertical and one that is horizontal. ",MSE222,513
519,Internal Pin,513,,o,"Represents two unknown forces, one that is vertical and one that is horizontal. ",MSE222,513
520,Fixed Support,513,,o,"A static support that represents three unknown variables, the moment about the fixed support and forces along the horizontal and vertical directions.",MSE222,513
521,Thrust Bearing,513,,o,"Represents two unknown forces, one that is vertical and one that is horizontal. ",MSE222,513
522,Bending Moment,501,,r,Internal force that causes a member to bend due to external forces. ,MSE222,"501, 508, 535, 529, 537, 550, 551"
523,Unsymmetrical Bending,522,,o,"When a member experiences bending moments that are not evenly distributed loads across it, which results in different levels of compression and tension.",MSE222,"508, 551, 524"
524,Bending Deformation of a Straight Member,522,,o,"When a straight prismatic beam, made of homogenous material, is subjected to bending. ",MSE222,"523, 619"
525,Flexural Formulas,524,,b,"Equations used to calculate the stress, strain, and deflection in beams. ",MSE222,"591, 599, 615"
526,Equations of Equilibrium,501,,g,Equations that represent forces and moments acting on a body in equilibrium. ,MSE222,"501, 591, 599, 528, 531, 551, 566, 612, 613, 614, 532, 533"
527,Principle of Superposition,526,,b,"Stress or displacement at a point in a member that can be determined by separately analyzing the effects of each individual load component, and then summing them together. ",MSE222,"591, 613"
528,Sign Convention,526,,b,"Rules for determining whether a value is positive or negative, based solely on convention. ",MSE222,"501, 522, 526, 529, 530"
529,Moment Equilibrium,526,,o,The total sum of moments acting on a body is balanced. ,MSE222,"528, 550"
530,Force Equilibrium,526,,o,The total sum of forces acting on a body is balanced. ,MSE222,"528, 538"
531,Degrees of Freedom,526,d,p,Refers to the number of independent variables in a system. ,MSE222,"501, 526, 532, 533, 612"
532,Statically Indeterminate,531,,o,A structural system that cannot be entirely analyzed using equations of equilibrium due to an excess of unknowns. Statically indeterminate cases have more variables than equations.,MSE222,"531, 526, 612"
533,Statically Determinate,531,,o,A structural system that can be entirely analyzed using equations of equilibrium. ,MSE222,"531, 526, 612"
534,Segment Cut,501,,g,Slicing a structure along a plane to analyse the internal forces and properties. ,MSE222,"501, 508, 522, 535, 536, 537"
535,Internal Force,534,,p,The forces existing within a structure. ,MSE222,"522, 534"
536,Internal Shear,535,,o,The shear forces existing within a structure. ,MSE222,534
537,Internal Moment,535,,o,The bending or rotational force within a structure. ,MSE222,"522, 534"
538,Force,500,,g,A vector that describes the interaction between objects to cause a motion or deformation. ,MSE222,"501, 506"
539,Normal Force,538,,o,A force acting perpendicular to the object. ,MSE222,"508, 538"
540,Shear Force,538,,o,A force acting parallel to the object.,MSE222,"508, 538, 544, 547, 560"
541,Thin-Walled,540,,g,-,MSE222,540
542,Pressure Vessels,541,,o,A thin-walled pressure vessel is said to have an inner radius to thickness ratio of 10 or more.,MSE222,"540, 541"
543,Shear Flow,541,,o,Refers to the distribution of shear stress within a structural member due to external forces. ,MSE222,"595, 540, 547, 560"
544,Structure Analysis,543,,g,-,MSE222,"543, 545, 546"
545,Web,544,,o,A thin plate component attached to a structural member that provides stability and support against shear force. ,MSE222,544
546,Flanges,544,,o,"A wide, top and bottom horizontal component attached to a structural member that provides strength and support against bending and compression forces.",MSE222,544
547,Shear Center,540,,p,"Refers to a point where the application of shear loads results in pure shear deformation, without causing any twisting or warping of the structural element. ",MSE222,"543, 540, 548, 595, 601"
548,Shear Formula,540,,p,Used to calculate the shear stress in a structural member subjected to shear forces.  ,MSE222,"547, 595, 601"
549,Fastener Spacing,540,,p,"The distance between individual fasteners, such as screws, bolts and nails, used to secure two or more sections together.",MSE222,591
550,Moment,538,,p,The turning effect produced by a force on a structural member. ,MSE222,"508, 522, 560"
551,Bending Moment,550,,o,Internal force that causes a member to bend due to external forces. ,MSE222,"508, 522, 523, 526"
